Name,Dots,Lab Topics,Related Tags,Reverse Related Tags,Books,Media,Notes,Organizations,People,Last Edited,Media Highlights,Journal Entries,Places,Organization Job Interest,Job Interest,🗺️ Personal Board
Open-Mindedness,https://www.notion.so/What-you-hate-you-don-t-understand-12fa5549096f4879aeffcc01f156603a,,"https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Ethics-bd0dcd9cb2804030a3e3ddcd313006f6",https://www.notion.so/Ethics-bd0dcd9cb2804030a3e3ddcd313006f6,,,,,,"August 19, 2022 9:02 PM",,,,,,
Ethics,,,https://www.notion.so/Open-Mindedness-336b944e7ced493faea4fab607c5fc14,https://www.notion.so/Open-Mindedness-336b944e7ced493faea4fab607c5fc14,,,,,,"August 19, 2022 9:02 PM",,,,,,
Live Music,,,"https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Live-streaming-ce3f861577794c808750a4a4c5e39cb1","https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Live-streaming-ce3f861577794c808750a4a4c5e39cb1",,https://www.notion.so/15-years-ago-Daft-Punk-s-Coachella-set-helped-spark-an-arms-race-for-live-music-technology-d19a0ed145ac4e89ad5dcb83c3fbf002,,,https://www.notion.so/Diana-Gremore-69da062dbb0f4f809df46ca695e936a6,"August 19, 2022 9:02 PM",,,,,,
Careers,,"https://www.notion.so/Work-191f7998f95645c494bd594421c75c68, https://www.notion.so/Atelier-Research-Partner-Application-ecb2c341046a46e5a8aa18915a139662","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Start-Ups-6bfe6628c574477ebd6fc2eaea55b28e, https://www.notion.so/Education-f5c3f93285234e46aac98598c1088605, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Start-Ups-6bfe6628c574477ebd6fc2eaea55b28e, https://www.notion.so/Education-f5c3f93285234e46aac98598c1088605, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e",https://www.notion.so/Designing-Your-Life-3b6c4da268aa42789f80fdbb80cdb97f,,"https://www.notion.so/Odyssey-Plans-a427539659a348f39089fd63ba712329, https://www.notion.so/Pedro-chat-prep-a5b4d1d59e9e455a8a265f2f7a753d80",,"https://www.notion.so/Bill-Burnett-c49b75ccdce949fe86153e8dc09acce2, https://www.notion.so/Dave-Evans-de2e76c1e96746f09bcbb2f4ed4e1ac9, https://www.notion.so/Pedro-Cano-10894e66ddd9412cb6f174d8f8967f33, https://www.notion.so/lex-Loscos-f01a396b0f9d43e0939dfe0420943de4","August 19, 2022 9:02 PM",,,,,,
Streaming Economics,,,"https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/User-Centric-Streaming-215407e84b494b118611d1601dec5bfd, https://www.notion.so/Music-Streaming-c840b33d150b439fbd914fcb2359ef3b, https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Creator-Economy-5ed8aefd5967436e8f6cac56e7dc1d76","https://www.notion.so/User-Centric-Streaming-215407e84b494b118611d1601dec5bfd, https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Music-Streaming-c840b33d150b439fbd914fcb2359ef3b, https://www.notion.so/Creator-Economy-5ed8aefd5967436e8f6cac56e7dc1d76",,"https://www.notion.so/The-music-business-in-2021-Joining-the-dots-d9f407475fab42adbc0216cd1a3613b2, https://www.notion.so/The-Van-Building-a-more-artist-friendly-streaming-service-Hypebot-7cb88e47e13b42169fff26d78d934a6d, https://www.notion.so/The-Monetization-of-Apathy-by-Shawn-Reynaldo-62c88fc8ade84fdab5acc910346d1615",https://www.notion.so/W-M-Exchange-on-Fake-Artists-Streaming-Economics-e9e332a0c8ee49a491b945b6bdd24784,,,"August 19, 2022 9:02 PM",1,,,,,
Branding,,,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Popularity-Celebrity-and-Fame-7b8249f2e907482092e5e68cc7efc13f, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Marketing-5b574a8f2fa54fceaaff297f3b61a854","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Popularity-Celebrity-and-Fame-7b8249f2e907482092e5e68cc7efc13f, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Marketing-5b574a8f2fa54fceaaff297f3b61a854",https://www.notion.so/Popular-Music-as-Promotion-Music-and-Branding-in-the-Digital-Age-6a63bd5e7e6e46508ff63852ba57c43f,,,,,"August 19, 2022 9:02 PM",,,,,,
Ideation,,,"https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72","https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72",,,https://www.notion.so/Odyssey-Plans-a427539659a348f39089fd63ba712329,,,"August 19, 2022 9:02 PM",,,,,,
Deep Learning,,,"https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a","https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a",,"https://www.notion.so/Variational-Autoencoders-a781c4eb5ab14e62a3d738b0eca56538, https://www.notion.so/Reinforcement-Learning-with-Sparse-Rewards-7ef6870d17a84f90b8ec582df72681d3, https://www.notion.so/An-Introduction-to-Reinforcement-Learning-d3436406e5904739ae4acaa984593b96, https://www.notion.so/Illustrated-Guide-to-Transformer-Neural-Network-A-step-by-step-explanation-44301315e9ec4a9bb074bd3c7b5b56c0",,,https://www.notion.so/Minz-Won-3a806b68a83a4e8cba8802d546286ff6,"August 19, 2022 9:02 PM",,,,,,
Blockchain,,https://www.notion.so/Atelier-Research-Partner-Application-ecb2c341046a46e5a8aa18915a139662,"https://www.notion.so/NFTs-f61eaf6ea7894d6580592ad7c496fd02, https://www.notion.so/Web3-4f912677cbc4485eba3f799b8e3c604b","https://www.notion.so/NFTs-f61eaf6ea7894d6580592ad7c496fd02, https://www.notion.so/Web3-4f912677cbc4485eba3f799b8e3c604b, https://www.notion.so/DAO-2f8436a1a3f14c24897c979419835860",,"https://www.notion.so/Opulous-just-raised-6-5-million-Now-it-wants-more-artists-to-sell-NFTs-through-its-platform-Mus-bf6ecfec63c940f7a367ff70b52ec003, https://www.notion.so/Music-streaming-as-a-protocol-why-I-was-wrong-about-Audius-MUSIC-x-29f68251b0d44018a7e0045d86008a79, https://www.notion.so/Artist-Led-Pricing-Scene-ownership-and-defecting-from-Spotify-with-Audius-Interdependence-837299c233af4cd0bc8d994135534ed1",,"https://www.notion.so/Mirror-e6bf778039134cd09041356540350c7b, https://www.notion.so/Resonate-0e8ab006deda4bfd841336479ac6b6c8","https://www.notion.so/Matt-Dryhurst-d745681f080b404aacd5e26c895983f7, https://www.notion.so/Peter-Harris-d7c173b6469146078f0319434d6cde8e","August 19, 2022 9:02 PM",,,,,,
Sustainability,,,"https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Daylight-Savings-f00d469e65554c4db4f29be722133de3, https://www.notion.so/Acoustic-Ecology-9688a29171cf40709f9311131ea8a02e","https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Daylight-Savings-f00d469e65554c4db4f29be722133de3, https://www.notion.so/Acoustic-Ecology-9688a29171cf40709f9311131ea8a02e",,,,,,"August 19, 2022 9:02 PM",,,,,,
The Occult,,,"https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698","https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698",,,,,,"August 19, 2022 9:02 PM",,,,,,
Business Incentives,,,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/User-Centric-Streaming-215407e84b494b118611d1601dec5bfd","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/User-Centric-Streaming-215407e84b494b118611d1601dec5bfd",,https://www.notion.so/What-does-digital-strategy-in-a-user-centric-streaming-landscape-look-like-14462813e5a447e98cdaebe4f13b3f2d,,,,"August 19, 2022 9:02 PM",,,,,,
Mergers & Acquisitions,,,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811",,"https://www.notion.so/Why-Square-Wants-Tidal-5a81a070207a4e13b99dc321de739003, https://www.notion.so/The-music-business-in-2021-Joining-the-dots-d9f407475fab42adbc0216cd1a3613b2",,,,"August 19, 2022 9:02 PM",,,,,,
NFTs,,,"https://www.notion.so/Creator-Economy-5ed8aefd5967436e8f6cac56e7dc1d76, https://www.notion.so/Blockchain-7194f96d8a4f4850b9d8957673d0e2c7, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48","https://www.notion.so/Creator-Economy-5ed8aefd5967436e8f6cac56e7dc1d76, https://www.notion.so/Blockchain-7194f96d8a4f4850b9d8957673d0e2c7, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48",,,,,,"August 19, 2022 9:02 PM",,,,,,
Live streaming,,,"https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Live-Music-6fb3698ee51f4bc884596dd57d07881d, https://www.notion.so/Social-Media-9b3a7d3a5357474a9ee91d60b19bb929","https://www.notion.so/Social-Media-9b3a7d3a5357474a9ee91d60b19bb929, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Live-Music-6fb3698ee51f4bc884596dd57d07881d",,https://www.notion.so/Twitch-Bibliography-66be18c396ee4fe083b6ffbab97fc800,,,,"August 19, 2022 9:02 PM",,,,,,
Self-Improvement,,,"https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b","https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b","https://www.notion.so/Digital-Minimalism-Choosing-a-Focused-Life-in-a-Noisy-World-abbbdbd2f0984acbb3df3a6266209462, https://www.notion.so/Deep-Work-Rules-for-Focused-Success-in-a-Distracted-World-f9668725aaf84e14afff39d089f01071, https://www.notion.so/Emergent-Strategy-Shaping-Change-Changing-Worlds-bf2206cc587c49b7a75a4353a268e24a",,,,,"August 19, 2022 9:02 PM",,,,,,
Musical Genres,,,"https://www.notion.so/Hip-Hop-005532d111974b8c801e1f3fa689c61a, https://www.notion.so/K-Pop-deb4ca654d50421b9726d843b7a44d33","https://www.notion.so/Hip-Hop-005532d111974b8c801e1f3fa689c61a, https://www.notion.so/K-Pop-deb4ca654d50421b9726d843b7a44d33",,,,,,"August 19, 2022 9:02 PM",,,,,,
Hip-Hop,,,"https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Musical-Genres-318ad9b16abb43f4a783078956d04b86","https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Musical-Genres-318ad9b16abb43f4a783078956d04b86",,,,https://www.notion.so/Trapital-735222998d58445aab1f6651a7c31d31,https://www.notion.so/Dan-Runcie-afb20fe0d3634f3bbe990a93ebd80597,"August 19, 2022 9:02 PM",,,,,,
Black Empowerment,,,"https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Black-Culture-e3b01c2dc5c14c21820924b938d28195","https://www.notion.so/Racial-Justice-217317377aec4f66bf6193584eb5a5e7, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Black-Culture-e3b01c2dc5c14c21820924b938d28195",,,,,,"August 19, 2022 9:02 PM",,,,,,
Judaism,,,"https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Extremism-f88fe1c22b3745e9b22b10bf5e05c71e, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b","https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Extremism-f88fe1c22b3745e9b22b10bf5e05c71e, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b",,,,,,"August 19, 2022 9:02 PM",,,,,,
Music Metadata,,,"https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/Music-Technology-10e5764398424c8db00c54b98746cb0c","https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/Music-Technology-10e5764398424c8db00c54b98746cb0c",,https://www.notion.so/The-Great-Song-Registration-Meltdown-of-2020-2021-7bb10d8dd9004540a0dba60fb3cbbd2b,,https://www.notion.so/BMAT-c5f3cf7e0ac5443fbac97c0b24dfab58,https://www.notion.so/Chuck-Fishman-34d6dcd91a5c4769b3e5de93f64777fc,"August 19, 2022 9:02 PM",,,,,,
Record Label,,,https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432,https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432,,https://www.notion.so/Topshelf-DAO-announcement-925db5bda9144a19b233f3b8aea4fc7c,,https://www.notion.so/Top-Shelf-Records-fce1e7d258c74f1dafb009da3372478d,https://www.notion.so/Kevin-Duquette-1ef872d4d76141b99e4afa864ea435f6,"August 19, 2022 9:02 PM",,,,,,
DAO,,,"https://www.notion.so/Blockchain-7194f96d8a4f4850b9d8957673d0e2c7, https://www.notion.so/The-Internet-1cf4c4e9a74d4f1faa6b33223da3f341, https://www.notion.so/Web3-4f912677cbc4485eba3f799b8e3c604b",https://www.notion.so/Web3-4f912677cbc4485eba3f799b8e3c604b,,https://www.notion.so/Topshelf-DAO-announcement-925db5bda9144a19b233f3b8aea4fc7c,,https://www.notion.so/Top-Shelf-Records-fce1e7d258c74f1dafb009da3372478d,https://www.notion.so/Kevin-Duquette-1ef872d4d76141b99e4afa864ea435f6,"August 19, 2022 9:02 PM",,,,,,
Crypto,,,"https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a","https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a",,https://www.notion.so/Blockchain-basics-how-to-start-a-DAO-1267dfb642ae4a98b64555e59c4055fc,,https://www.notion.so/The-Song-That-Owns-Itself-STOI-cb33fb3b2dfd45379511a2218e6c95e7,,"August 19, 2022 9:02 PM",,,,,,
Financialization,,,https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811,https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811,,https://www.notion.so/The-productisation-of-music-rights-809ad444dfd2447981eb2793cdf89211,,,,"August 19, 2022 9:02 PM",,,,,,
Education,,,https://www.notion.so/Careers-1b593edf57074f1fa51d78293dd01acb,https://www.notion.so/Careers-1b593edf57074f1fa51d78293dd01acb,,,,"https://www.notion.so/University-of-Toronto-7359231b924646f0b4532334e725d7c5, https://www.notion.so/UCL-University-College-London-1cd676c88cbf4cd2a4275961ad7213c0, https://www.notion.so/Stanford-University-7e97afbf1072461ea1a0d431b3395b18",https://www.notion.so/Adam-Brown-d3604c6f8d014abe8ffb366863767c35,"August 19, 2022 9:02 PM",,,,,,
Statistics,https://www.notion.so/Small-samples-influenced-by-salience-or-availability-overrepresent-outliers-43b48ffb279f4f9ab882cf29507f7088,,"https://www.notion.so/Market-Research-2de700974fc2426a870ac929ffc51d42, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811","https://www.notion.so/Market-Research-2de700974fc2426a870ac929ffc51d42, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811",,https://www.notion.so/How-many-creators-are-there-and-how-do-they-make-money-SignalFire-study-Hypebot-f1746cc58a0f4506a9ddc3fa61622c0d,,,,"August 19, 2022 9:02 PM",,,,,,
The American West,,,"https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Geography-a9a0f9f114924dce8e51c0e59e86f9a9","https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Geography-a9a0f9f114924dce8e51c0e59e86f9a9",,https://www.notion.so/The-Lie-at-the-Heart-of-the-Western-6afc868b608e466d9dd7bad7fa6afabd,,,,"August 19, 2022 9:02 PM",,,,,,
Racial Justice,,,"https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Extremism-f88fe1c22b3745e9b22b10bf5e05c71e, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Social-Media-9b3a7d3a5357474a9ee91d60b19bb929, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Justice-ee8c56fc5b1e4db28f34c58c7b34128e, https://www.notion.so/Social-Justice-8bfc21b493074f91be6ad7f329c3d077","https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Extremism-f88fe1c22b3745e9b22b10bf5e05c71e, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Social-Media-9b3a7d3a5357474a9ee91d60b19bb929, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Justice-ee8c56fc5b1e4db28f34c58c7b34128e, https://www.notion.so/Social-Justice-8bfc21b493074f91be6ad7f329c3d077",,https://www.notion.so/The-Lie-at-the-Heart-of-the-Western-6afc868b608e466d9dd7bad7fa6afabd,,,"https://www.notion.so/Adrienne-Maree-Brown-900a02781c8141dab1b323fc80bf23da, https://www.notion.so/Ronny-Chieng-b0f279cf85c74dbe95d8d0ff10cc66ff","August 19, 2022 9:02 PM",,,,,,
Market Research,,,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Statistics-6276b2cbab7b4ac483670073ec8ad6c8","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Statistics-6276b2cbab7b4ac483670073ec8ad6c8",,,,https://www.notion.so/MIDiA-Research-420c9a3edf634cfa8b1a58eb1f754110,https://www.notion.so/Mark-Mulligan-acaf72bbca864f71a3731609b5312daa,"August 19, 2022 9:02 PM",,,,,,
